entry_time,entry_price,entry_dir,entry_reason,exit_time,exit_price,raw_points,export_slippage_one_way_pts,export_slippage_round_trip_pts,export_net_points,export_net_pnl,points,pnl,exit_reason,cost_points,cost_cash
2024-03-18 15:30:00,19901.0,LONG,15:15訊號進場,2024-03-20 13:15:00,19748.0,-153.0,2.0,4.0,-157.0,-31400.0,-157.0,-31400.0,結算日13:15平倉,4.0,800.0
2024-03-21 15:30:00,20291.0,LONG,15:15訊號進場,2024-03-22 15:30:00,20199.0,-92.0,2.0,4.0,-96.0,-19200.0,-96.0,-19200.0,15:15訊號翻正_平倉,4.0,800.0
2024-03-27 15:30:00,20240.0,LONG,15:15訊號進場,2024-03-28 15:30:00,20186.0,-54.0,2.0,4.0,-58.0,-11600.0,-58.0,-11600.0,15:15訊號翻正_平倉,4.0,800.0
2024-03-29 15:30:00,20330.0,LONG,15:15訊號進場,2024-04-15 15:30:00,20492.0,162.0,2.0,4.0,158.0,31600.0,158.0,31600.0,15:15訊號翻正_平倉,4.0,800.0
2024-04-24 15:30:00,20089.0,LONG,15:15訊號進場,2024-04-25 15:30:00,19908.0,-181.0,2.0,4.0,-185.0,-37000.0,-185.0,-37000.0,15:15訊號翻正_平倉,4.0,800.0
2024-04-26 15:30:00,20154.0,LONG,15:15訊號進場,2024-05-02 15:30:00,20291.0,137.0,2.0,4.0,133.0,26600.0,133.0,26600.0,15:15訊號翻正_平倉,4.0,800.0
2024-05-06 15:30:00,20621.0,LONG,15:15訊號進場,2024-05-09 15:30:00,20606.0,-15.0,2.0,4.0,-19.0,-3800.0,-19.0,-3800.0,15:15訊號翻正_平倉,4.0,800.0
2024-05-10 15:30:00,20838.0,LONG,15:15訊號進場,2024-05-15 13:15:00,21144.0,306.0,2.0,4.0,302.0,60400.0,302.0,60400.0,結算日13:15平倉,4.0,800.0
2024-05-15 15:30:00,21281.0,LONG,15:15訊號進場,2024-05-16 15:30:00,21370.0,89.0,2.0,4.0,85.0,17000.0,85.0,17000.0,15:15訊號翻正_平倉,4.0,800.0
2024-05-22 15:30:00,21554.0,LONG,15:15訊號進場,2024-05-24 15:30:00,21572.0,18.0,2.0,4.0,14.0,2800.0,14.0,2800.0,15:15訊號翻正_平倉,4.0,800.0
2024-05-27 15:30:00,21866.0,LONG,15:15訊號進場,2024-05-29 15:30:00,21720.0,-146.0,2.0,4.0,-150.0,-30000.0,-150.0,-30000.0,15:15訊號翻正_平倉,4.0,800.0
2024-06-12 15:30:00,22033.0,LONG,15:15訊號進場,2024-06-17 15:30:00,22524.0,491.0,2.0,4.0,487.0,97400.0,487.0,97400.0,15:15訊號翻正_平倉,4.0,800.0
2024-06-18 15:30:00,22796.0,LONG,15:15訊號進場,2024-06-19 13:15:00,23231.0,435.0,2.0,4.0,431.0,86200.0,431.0,86200.0,結算日13:15平倉,4.0,800.0
2024-06-19 15:30:00,23172.0,LONG,15:15訊號進場,2024-06-21 15:30:00,23012.0,-160.0,2.0,4.0,-164.0,-32800.0,-164.0,-32800.0,15:15訊號翻正_平倉,4.0,800.0
